id,sentence,label
"claim-2449,evidence-33854","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]The group reports that they organised the world's ""most widespread day of political action"" on Saturday October 24, 2009, reporting 5,245 actions in 181 countries.",0
"claim-2449,evidence-735431","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]This trend towards more variability and fluctuation is perhaps more important, in terms of its impact on human health, than that of a gradual and long-term trend towards higher average temperature.",0
"claim-2449,evidence-69924","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]""Great Lakes water levels reaching record lows"".",0
"claim-2449,evidence-1170178","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]The view that human activities are likely responsible for most of the observed increase in global mean temperature (""global warming"") since the mid-20th century is an accurate reflection of current scientific thinking.",0
"claim-2449,evidence-896288","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]However, the regulator said that because ""the link between human activity and global warming... became settled before March 2007"" the audience was not ""materially misled so as to cause harm or offence"".",0
"claim-2449,evidence-724831","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]The draft report of the Garnaut Review was released on 4 July 2008.",0
"claim-2449,evidence-8298","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]The average duration of approximately two months, from mid-May to mid-July.",0
"claim-2449,evidence-25485","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]Lately, the temperature criterion has fallen out of the definition across the United States Bomb cyclone – A rapid deepening of a mid-latitude cyclonic low-pressure area, typically occurring over the ocean, but can occur over land.",0
"claim-2449,evidence-849393","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]Sea ice is a common problem in the Arctic seas, but ice-free conditions along the entire northern route were observed at the end of August 2008.",0
"claim-2449,evidence-163287","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]It uses monthly temperature and precipitation data.",0
"claim-2449,evidence-49045","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]This difference between the new lower TIM value and earlier TSI measurements corresponds to a climate forcing of −0.8 W/m, which is comparable to the energy imbalance.",0
"claim-2449,evidence-1077939","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]This, in turn, was based on the 1995 IPCC Second Assessment Report, which first mentioned the 550 ppm - 2 °C connection.",0
"claim-2449,evidence-650204","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]In response to the controversy, the American Association for the Advancement of Science (AAAS), the American Meteorological Society (AMS) and the Union of Concerned Scientists (UCS) released statements supporting the scientific consensus that the Earth's mean surface temperature had been rising for decades, with the AAAS concluding: ""based on multiple lines of scientific evidence that global climate change caused by human activities is now underway... it is a growing threat to society"".",0
"claim-2449,evidence-540667","""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.[SEP]The Intergovernmental Panel on Climate Change (IPCC) reports that increased quantities of the greenhouse gas carbon dioxide within the atmosphere will ""very likely"" lead to higher average temperatures on a global scale (global warming).",0
"claim-851,evidence-1049354","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]Over the 21st century, the IPCC projects that in a high emissions scenario the sea level could rise by 61–110 cm.",0
"claim-851,evidence-1093584","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]Because of its relative isolation from other oceans, the Arctic Ocean has a uniquely complex system of water flow.",0
"claim-851,evidence-574082","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]This land bridge existed because more of the planet's water was locked up in glaciation than now and therefore the sea levels were lower.",0
"claim-851,evidence-21454","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]The terrestrial and native all year round species appears to be the descendants of ancestors who lived in geothermally warmed environments during the last ice age, when these areas were the only places on the continent not covered by ice.",0
"claim-851,evidence-1092677","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]Assuming the planet is perfectly grey with no greenhouse or tidal effects, and a Bond albedo of 0.1, the temperature would be about 1300 K.",0
"claim-851,evidence-969823","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]As a rate, it is essential to know not just the number of extinctions, but also the number of non-extinctions.",0
"claim-851,evidence-1052915","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]End-Permian extinctions did not occur at an instantaneous time horizon; particularly, floral extinction was delayed in time.",0
"claim-851,evidence-1130682","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]Glaciers, however, extend in many places either nearly or quite to the level of the sea.",0
"claim-851,evidence-1017320","The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.[SEP]In comparison to the extended record, the sea-ice extent in the polar region by September 2007 was only half the recorded mass that had been estimated to exist within the 1950–1970 period.",0
"claim-2773,evidence-655619","Tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.[SEP]The meteorological data collected was the longest unbroken weather record in the early twentieth century, providing baselines for current assessments of climate change.",0
"claim-2773,evidence-507387","Tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.[SEP]This can be done by ""proxy methods,"" in which a variable which correlates with the variable of interest is measured, and then used to infer the value of the variable of interest.",0
"claim-2773,evidence-396314","Tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.[SEP]The ""Composite Plus Scaling"" (CPS) method is widely used for large-scale multiproxy reconstructions of hemispheric or global average temperatures.",0
"claim-949,evidence-1077625","Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”[SEP]Some of Antarctica has been warming up; particularly strong warming has been noted on the Antarctic Peninsula.",0
"claim-949,evidence-953050","Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”[SEP]This corresponds to 80 m of world sea-level equivalent, with Antarctica accounting for 90% of this.",0
"claim-949,evidence-126476","Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”[SEP]It is extremely likely (95-100% probability) that human influence was the dominant cause of global warming between 1951-2010.",0
"claim-949,evidence-597735","Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”[SEP]On the other hand, only one kind of singularity has ever been observed (black holes), and due to the mass dependent, stable radius of the connected event horizon, it is currently unknown if this kind of singularity actually approaches or even drops below scales relevant to quantum mechanics.",0
"claim-949,evidence-469323","Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”[SEP]The climate has ranged from ice ages to warmer periods when palm trees grew in Antarctica.",0
"claim-949,evidence-396472","Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”[SEP]Few terrestrial vertebrates live in Antarctica, and those that do are limited to the sub-Antarctic islands.",0
"claim-1019,evidence-1042101","An additional kick was supplied by an El Niño weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet, causing the hottest year in a historical record dating to 1880.[SEP]Lows at or below freezing can be expected 40 nights annually, but extended stretches with daily high temperatures below 40 °F (4 °C) are very rare, with a recent exception in January 2014.",0
"claim-1019,evidence-687009","An additional kick was supplied by an El Niño weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet, causing the hottest year in a historical record dating to 1880.[SEP]Natural forces alone (such as solar and volcanic activity) cannot explain the observed warming.",0
"claim-1019,evidence-459999","An additional kick was supplied by an El Niño weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet, causing the hottest year in a historical record dating to 1880.[SEP]During the Mesozoic, the world, including India, was considerably warmer than today.",0
"claim-1019,evidence-735771","An additional kick was supplied by an El Niño weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet, causing the hottest year in a historical record dating to 1880.[SEP]April 2007 was also the warmest month in history, the average temperature being 5 °C warmer than normal.",0
"claim-2834,evidence-989545","When stomata-derived CO2 (red) is compared to ice core-derived CO2 (blue), the stomata generally show much more variability in the atmospheric CO2 level and often show levels much higher than the ice cores.[SEP]Studies published after the appearance of the IPCC Fourth Assessment Report in 2007 have also found human fingerprints in the increased levels of atmospheric moisture (both close to the surface and over the full extent of the atmosphere), in the decline of Arctic sea ice extent, and in the patterns of changes in Arctic and Antarctic surface temperatures.",0
"claim-2834,evidence-145828","When stomata-derived CO2 (red) is compared to ice core-derived CO2 (blue), the stomata generally show much more variability in the atmospheric CO2 level and often show levels much higher than the ice cores.[SEP]Data from 1996 to 2005 shows that the ice sheet is thinning even faster than supposed by IPCC.",0
"claim-2834,evidence-917435","When stomata-derived CO2 (red) is compared to ice core-derived CO2 (blue), the stomata generally show much more variability in the atmospheric CO2 level and often show levels much higher than the ice cores.[SEP]The reconstruction found significant variability around a long-term cooling trend of –0.02 °C per century, as expected from orbital forcing, interrupted in the 20th century by rapid warming which stood out from the whole period, with the 1990s ""the warmest decade, and 1998 the warmest year, at moderately high levels of confidence.""",0
"claim-1441,evidence-886906","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]The effects of global warming include its effects on human health.",0
"claim-1441,evidence-900075","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]In terms of the politics of mitigation, the UNFCCC's ultimate objective is to stabilize concentrations of GHG in the atmosphere at a level that would prevent ""dangerous"" climate change (Rogner ""et al.",0
"claim-1441,evidence-543181","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]A 2009 Eurobarometer survey found that, on the average, Europeans rate climate change as the second most serious problem facing the world today, between ""poverty, the lack of food and drinking water"" and ""a major global economic downturn.",0
"claim-1441,evidence-330798","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]""Sturgeon signs climate agreement with California"".",0
"claim-1441,evidence-747649","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP](2007) concluded that climate change would increase the burden of diarrhoeal diseases.",0
"claim-1441,evidence-677657","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]Even for the less strict goal of 2 °C [3.6 °F] warming, carbon capture is needed.",0
"claim-1441,evidence-435695","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]About 2003, proponents of nuclear power advocated it as a solution to global warming and the Australian government began taking an interest.",0
"claim-1441,evidence-855518","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]In 2018, the Club of Rome submitted a plan to the European Parliament, urging to address the existential threat from climate change more forcefully, calling for a collaborative climate action afford.",0
"claim-1441,evidence-392964","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]Neither do I doubt that the overwhelming majority of climatologists is agreed that the current warming period is mostly due to human impact.",0
"claim-1441,evidence-119944","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]This occurs not only within the United States but also between rich nations, who predominantly create the problem of climate change by dumping greenhouse gases into the atmosphere, and poor nations who have to deal more heavily with the consequences.",0
"claim-1441,evidence-1075865","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]Even just for limiting global warming to below 2°C, CO2 emissions should decline by 25% by 2030 and by 100% by 2075.",0
"claim-1441,evidence-937820","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]He made the argument that the climate feedback system involving current warming trends was weaker than generally asserted, coming to a conclusion that set his views apart from that of the IPCC's estimates.",0
"claim-1441,evidence-897265","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]Direct measurements give a more complete overview of climate change.",0
"claim-1441,evidence-112088","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]According to the data that member countries represented to the United Nations, Cuba was the only country in the world in 2006 that met the World Wide Fund for Nature's definition of sustainable development, with an ecological footprint of less than 1.8 hectares per capita, 1.5, and a Human Development Index of over 0.8, 0.855.",0
"claim-1441,evidence-59539","195 countries signed the 2015 Paris Agreement, agreeing to limit global warming and adapt to climate change, partly by protecting nature.[SEP]There are a variety of climate change feedbacks that can either amplify or diminish the initial forcing.",0
"claim-1181,evidence-755145","However, there is a process of accretion, where coral broken up by the waves washes up on these low-lying islands as sand, counteracting the reduction in land mass.[SEP]It may also refer more generally to any seaweeds or seagrasses that wash up on beaches and may accumulate in the wrack zone.",0
"claim-1181,evidence-492962","However, there is a process of accretion, where coral broken up by the waves washes up on these low-lying islands as sand, counteracting the reduction in land mass.[SEP]There are several smaller offshore islands in the group ; North Island and Saddle Island have high cliffs but Ship Island and Cliff Knob Island are lower lying.",0
"claim-1181,evidence-212548","However, there is a process of accretion, where coral broken up by the waves washes up on these low-lying islands as sand, counteracting the reduction in land mass.[SEP]The combination of flat land, heavy rainfall and high tides causes the mangroves to extend up to 40 km inland, where they are interspersed with other rainforest species.",0
"claim-1181,evidence-968676","However, there is a process of accretion, where coral broken up by the waves washes up on these low-lying islands as sand, counteracting the reduction in land mass.[SEP]The Shell Islets are a group of a small islands with two subsidiary islets, surrounded by extensive sand and mudflats at low tide, with a combined high tide area of 0.082 ha, in south-eastern Australia.",0
"claim-1181,evidence-901395","However, there is a process of accretion, where coral broken up by the waves washes up on these low-lying islands as sand, counteracting the reduction in land mass.[SEP]Other environmental pressures on the reef and its ecosystem include runoff, climate change accompanied by mass coral bleaching, dumping of dredging sludge and cyclic population outbreaks of the crown-of-thorns starfish.",0
"claim-2417,evidence-13780","Mars, Triton, Pluto and Jupiter all show global warming, pointing to the Sun as the dominating influence in determining climate throughout the solar system.""[SEP]This view contradicts the scientific consensus that ""most of the warming observed over the last 50 years is attributable to human activities"".",0
"claim-2417,evidence-318516","Mars, Triton, Pluto and Jupiter all show global warming, pointing to the Sun as the dominating influence in determining climate throughout the solar system.""[SEP]Throughout this period ocean heat storage continued to progress steadily upwards, and in subsequent years surface temperatures have spiked upwards.",0
"claim-2417,evidence-838259","Mars, Triton, Pluto and Jupiter all show global warming, pointing to the Sun as the dominating influence in determining climate throughout the solar system.""[SEP]The orbit of a long-period comet is properly obtained when the osculating orbit is computed at an epoch after leaving the planetary region and is calculated with respect to the center of mass of the solar system.",0
"claim-2417,evidence-728031","Mars, Triton, Pluto and Jupiter all show global warming, pointing to the Sun as the dominating influence in determining climate throughout the solar system.""[SEP]This makes Venus's surface hotter than Mercury's, which has a minimum surface temperature of 53 K (−220 °C; −364 °F) and maximum surface temperature of 700 K (427 °C; 801 °F), even though Venus is nearly twice Mercury's distance from the Sun and thus receives only 25% of Mercury's solar irradiance.",0
"claim-2152,evidence-295594",Venus doesn't have a runaway greenhouse effect[SEP]Greenhouses commonly supplement carbon dioxide levels to 3–4 times the atmospheric rate.,0
"claim-2152,evidence-766492","Venus doesn't have a runaway greenhouse effect[SEP]In the tropics, all models predicted that with a rise in greenhouse gases, the troposphere would be expected to warm more rapidly than the surface.",0
"claim-2152,evidence-1144825",Venus doesn't have a runaway greenhouse effect[SEP]Global methane emissions are major part of the global greenhouse gas emissions.,0
"claim-2152,evidence-233245","Venus doesn't have a runaway greenhouse effect[SEP]By the time the idea of global cooling reached the public press in the mid-1970s temperatures had stopped falling, and there was concern in the climatological community about carbon dioxide's warming effects.",0
"claim-2152,evidence-858513",Venus doesn't have a runaway greenhouse effect[SEP]We see the beginnings of the effect but the large impacts are going to be in future decades and that science is crystal clear … Effects come slowly because of the inertia of the climate system.,0
"claim-2152,evidence-530475","Venus doesn't have a runaway greenhouse effect[SEP]Venus also has a quasi-satellite, 2002 VE68.",0
"claim-2152,evidence-1065311","Venus doesn't have a runaway greenhouse effect[SEP]The result would have been a sharp buildup of methane and carbon dioxide in the Earth's oceans and atmosphere, in a manner that may be consistent with the C/C isotopic record.",0
"claim-2152,evidence-950498","Venus doesn't have a runaway greenhouse effect[SEP]The effect of combustion-produced carbon dioxide on the global climate, a special case of the greenhouse effect first described in 1896 by Svante Arrhenius, has also been called the Callendar effect.",0
"claim-2152,evidence-1031965","Venus doesn't have a runaway greenhouse effect[SEP]Effects are complex, resulting from a variety of factors, but due to the short life of black carbon in the atmosphere, about a week as compared to carbon dioxide which last centuries, control of black carbon offers possible opportunities for slowing, or even reversing, climate change.",0
"claim-826,evidence-1187937","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot.",0
"claim-826,evidence-864757","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]The governments of four countries (the gas/oil-producers USA, Russia, Saudi Arabia and Kuwait) blocked a proposal to welcome the Intergovernmental Panel on Climate Change's (IPCC) Special Report on Global Warming of 1.5 °C at the 2018 United Nations Climate Change Conference (COP24).",0
"claim-826,evidence-379560","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]This compares with the IPCC's climate forcing estimates of 1.66 W/m for CO and 0.48 W/m² for CH.",0
"claim-826,evidence-47605","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]disputing the IPCC Second Assessment Report and arguing that ""predictions of an anthropogenic global warming have been greatly exaggerated, and that the human contribution to global warming over the course of the 21st century will be less than one degree Celsius and probably only a few tenths of a degree.",0
"claim-826,evidence-588053","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]The executive summary of the WG I Summary for Policymakers report says they are certain that emissions resulting from human activities are substantially increasing the atmospheric concentrations of the greenhouse gases, resulting on average in an additional warming of the Earth's surface.",0
"claim-826,evidence-212197","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]Their report was published in July 2003.",0
"claim-826,evidence-603862","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]This is not necessarily true, as feedbacks can change with time, or with the particular starting state or forcing history of the climate system.",0
"claim-826,evidence-22068","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]For the specific case of environmental change and climate adaptation, it is argued by many that adaptation should be defined strictly as encompassing only active decision-making processes and actions – in other words, deliberate changes made in response to climate change.",0
"claim-826,evidence-850174","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]Carbon dioxide is the primary greenhouse gas that is contributing to recent climate change.",0
"claim-826,evidence-143379","The latest NOAA report is “a reminder that climate change has not, despite the insistence of climate contrarians ‘paused’ or even slowed down,” Mann said..[SEP]CleanTechnica"" called the series ""powerful"" and ""compelling"", observing that the ""often baffling science of climate change, marked by relatively small changes that are often invisible to lay observers, is finally something the larger public can immediately understand here in the format of the finest mainstream cable television.",0
"claim-1066,evidence-108475","[…] in fact this pattern is already emerging, with the conditions that create extremely warm dry years and extremely wet years both becoming more frequent.[SEP]Drought is the unusual dryness of soil caused by levels of rainfall significantly below average over a prolonged period.",0
"claim-1066,evidence-38396","[…] in fact this pattern is already emerging, with the conditions that create extremely warm dry years and extremely wet years both becoming more frequent.[SEP]In the last 100 years, Earth's average surface temperature increased by about 0.8 °C (1.4 °F) with about two thirds of the increase occurring over just the last three decades.",0
"claim-1066,evidence-644156","[…] in fact this pattern is already emerging, with the conditions that create extremely warm dry years and extremely wet years both becoming more frequent.[SEP]The January 2016's remarkable phase transition of Arctic oscillation was driven by a rapid tropospheric warming in the Arctic, a pattern that appears to have increased surpassing the so-called stratospheric sudden warming.",0
"claim-3003,evidence-1142773","Venus is not hot because of a runaway greenhouse.[SEP]The amount of heat trapping gases emitted into Earth's oceans and atmosphere are predicted to prevent the next glacial period, which otherwise would begin in around 50,000 years, and likely more glacial cycles.",0
"claim-3003,evidence-208322","Venus is not hot because of a runaway greenhouse.[SEP]Although Austria is cold in the winter (−10 to 0 °C), summer temperatures can be relatively high, with average temperatures in the mid-20s and a highest temperature of 40.5 °C (105 °F) in August 2013.",0
"claim-3003,evidence-875373",Venus is not hot because of a runaway greenhouse.[SEP]Greenhouse gases are those that absorb and emit infrared radiation in the wavelength range emitted by Earth.,0
"claim-3059,evidence-50094",Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.[SEP]The scientific consensus that global warming is occurring as a result of human activity remained unchanged throughout the investigations.,0
"claim-3059,evidence-733847",Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.[SEP]The model predicted <0.2 °C warming for upper air at 700 mb and 500 mb.,0
"claim-3059,evidence-139165","Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.[SEP]The atmosphere thins with altitude, and at roughly 5–6 kilometres, the concentration of greenhouse gases in the overlying atmosphere is so thin that heat can escape to space.",0
"claim-3059,evidence-868734","Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.[SEP]Estimates of 400–800 GtCO (gigatonnes of CO) for the ""remaining"" budget are given (580 GtCO2 and 420 GtCO2 for a 66% and 50% probability of limiting warming to 1.5°C, using global mean surface air temperature (GSAT);",0
"claim-3059,evidence-1071200","Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.[SEP]A study released in 2009, combined historical weather station data with satellite measurements to deduce past temperatures over large regions of the continent, and these temperatures indicate an overall warming trend.",0
"claim-3059,evidence-747211","Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.[SEP]It has been proposed as a way to slow the atmospheric and marine accumulation of greenhouse gases, which are released by burning fossil fuels.",0
